dbn,school_name,grade,year,demographic_category,demographic_variable,num_total_days,num_days_absent,num_days_present,percent_attendance,num_chronically_absent,percent_chronically_absent
21K344,Rachel Carson High School for Coastal Studies,All Grades,2017-18,Poverty,Poverty,70377,11967,58410,83,218,48.8
21K344,Rachel Carson High School for Coastal Studies,All Grades,2016-17,ELL Status,ELL,11449,1245,10204,89.1,24,30.8
21K344,Rachel Carson High School for Coastal Studies,All Grades,2016-17,ELL Status,Not ELL,81433,11349,70084,86.1,210,40.3
21K344,Rachel Carson High School for Coastal Studies,All Grades,2017-18,ELL Status,ELL,14660,1985,12675,86.5,39,41.5
21K344,Rachel Carson High School for Coastal Studies,All Grades,2017-18,ELL Status,Not ELL,87655,14382,73273,83.6,262,47.3
18K633,High School for Medical Professions,All Grades,2016-17,All Students,All Students,69029,6543,62486,90.5,131,30
18K633,High School for Medical Professions,All Grades,2017-18,All Students,All Students,70772,7691,63081,89.1,181,39.3
18K633,High School for Medical Professions,All Grades,2016-17,SWD Status,Not SWD,58272,4882,53390,91.6,98,26.6
18K633,High School for Medical Professions,All Grades,2016-17,SWD Status,SWD,10757,1661,9096,84.6,33,48.5
18K633,High School for Medical Professions,All Grades,2017-18,SWD Status,Not SWD,60088,5956,54132,90.1,144,37
18K633,High School for Medical Professions,All Grades,2017-18,SWD Status,SWD,10684,1735,8949,83.8,37,51.4
18K633,High School for Medical Professions,All Grades,2016-17,Ethnicity,Asian,2119,164,1955,92.3,6,46.2
18K633,High School for Medical Professions,All Grades,2016-17,Ethnicity,Black,56292,4806,51486,91.5,98,27.5
18K633,High School for Medical Professions,All Grades,2016-17,Ethnicity,Hispanic,9132,1443,7689,84.2,26,44.1
18K633,High School for Medical Professions,All Grades,2016-17,Ethnicity,Other,352,0,0,0,0,0
18K633,High School for Medical Professions,All Grades,2016-17,Ethnicity,White,1134,0,0,0,0,0
18K633,High School for Medical Professions,All Grades,2017-18,Ethnicity,Asian,2625,293,2332,88.8,6,37.5
18K633,High School for Medical Professions,All Grades,2017-18,Ethnicity,Black,55422,5703,49719,89.7,132,36.5
18K633,High School for Medical Professions,All Grades,2017-18,Ethnicity,Hispanic,9876,1373,8503,86.1,34,54
18K633,High School for Medical Professions,All Grades,2017-18,Ethnicity,Other,1478,158,1320,89.3,4,40
18K633,High School for Medical Professions,All Grades,2017-18,Ethnicity,White,1371,164,1207,88,5,50
18K633,High School for Medical Professions,All Grades,2016-17,Gender,Female,47487,4635,42852,90.2,94,31.1
18K633,High School for Medical Professions,All Grades,2016-17,Gender,Male,21542,1908,19634,91.1,37,27.4
18K633,High School for Medical Professions,All Grades,2017-18,Gender,Female,48615,5169,43446,89.4,121,38.9
18K633,High School for Medical Professions,All Grades,2017-18,Gender,Male,22157,2522,19635,88.6,60,40
18K633,High School for Medical Professions,All Grades,2016-17,Poverty,Not Poverty,3641,305,3336,91.6,5,21.7
18K633,High School for Medical Professions,All Grades,2016-17,Poverty,Poverty,65388,6238,59150,90.5,126,30.4
18K633,High School for Medical Professions,All Grades,2017-18,Poverty,Not Poverty,3475,253,3222,92.7,5,21.7
18K633,High School for Medical Professions,All Grades,2017-18,Poverty,Poverty,67297,7438,59859,88.9,176,40.2
18K633,High School for Medical Professions,All Grades,2016-17,ELL Status,ELL,2368,214,2154,91,4,25
18K633,High School for Medical Professions,All Grades,2016-17,ELL Status,Not ELL,66661,6329,60332,90.5,127,30.2
18K633,High School for Medical Professions,All Grades,2017-18,ELL Status,ELL,3074,368,2706,88,7,35
18K633,High School for Medical Professions,All Grades,2017-18,ELL Status,Not ELL,67698,7323,60375,89.2,174,39.5
27Q334,Epic High School - North,All Grades,2016-17,All Students,All Students,45848,5100,40748,88.9,107,36.6
27Q334,Epic High School - North,All Grades,2017-18,All Students,All Students,64334,11049,53285,82.8,247,58.7
27Q334,Epic High School - North,All Grades,2016-17,SWD Status,Not SWD,39407,3944,35463,90,84,33.7
27Q334,Epic High School - North,All Grades,2016-17,SWD Status,SWD,6441,1156,5285,82.1,23,53.5
27Q334,Epic High School - North,All Grades,2017-18,SWD Status,Not SWD,55409,8793,46616,84.1,206,56.7
27Q334,Epic High School - North,All Grades,2017-18,SWD Status,SWD,8925,2256,6669,74.7,41,70.7
27Q334,Epic High School - North,All Grades,2016-17,Ethnicity,Asian,10263,995,9268,90.3,21,31.8
27Q334,Epic High School - North,All Grades,2016-17,Ethnicity,Black,8380,1213,7167,85.5,23,41.8
27Q334,Epic High School - North,All Grades,2016-17,Ethnicity,Hispanic,18403,2070,16333,88.8,49,42.2
27Q334,Epic High School - North,All Grades,2016-17,Ethnicity,Other,5916,435,5481,92.6,7,18.9
27Q334,Epic High School - North,All Grades,2016-17,Ethnicity,White,2886,387,2499,86.6,7,38.9
27Q334,Epic High School - North,All Grades,2017-18,Ethnicity,Asian,15605,2385,13220,84.7,52,50.5
27Q334,Epic High School - North,All Grades,2017-18,Ethnicity,Black,10652,2257,8395,78.8,44,62
27Q334,Epic High School - North,All Grades,2017-18,Ethnicity,Hispanic,27173,4681,22492,82.8,110,62.9
27Q334,Epic High School - North,All Grades,2017-18,Ethnicity,Other,7295,954,6341,86.9,24,51.1
27Q334,Epic High School - North,All Grades,2017-18,Ethnicity,White,3609,772,2837,78.6,17,68
27Q334,Epic High School - North,All Grades,2016-17,Gender,Female,21247,2417,18830,88.6,57,42.2
27Q334,Epic High School - North,All Grades,2016-17,Gender,Male,24601,2683,21918,89.1,50,31.8
27Q334,Epic High School - North,All Grades,2017-18,Gender,Female,31096,5142,25954,83.5,122,61
27Q334,Epic High School - North,All Grades,2017-18,Gender,Male,33238,5907,27331,82.2,125,56.6
27Q334,Epic High School - North,All Grades,2016-17,Poverty,Not Poverty,11490,1316,10174,88.5,26,35.6
27Q334,Epic High School - North,All Grades,2016-17,Poverty,Poverty,34358,3784,30574,89,81,37
27Q334,Epic High School - North,All Grades,2017-18,Poverty,Not Poverty,15829,2448,13381,84.5,59,56.7
27Q334,Epic High School - North,All Grades,2017-18,Poverty,Poverty,48505,8601,39904,82.3,188,59.3
27Q334,Epic High School - North,All Grades,2016-17,ELL Status,ELL,1963,420,1543,78.6,6,50
27Q334,Epic High School - North,All Grades,2016-17,ELL Status,Not ELL,43885,4680,39205,89.3,101,36.1
27Q334,Epic High School - North,All Grades,2017-18,ELL Status,ELL,4344,869,3475,80,25,75.8
27Q334,Epic High School - North,All Grades,2017-18,ELL Status,Not ELL,59990,10180,49810,83,222,57.2
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,All Students,All Students,17647,3913,13734,77.8,71,59.2
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,All Students,All Students,21419,3727,17692,82.6,83,54.2
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,SWD Status,Not SWD,13154,3096,10058,76.5,56,62.2
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,SWD Status,SWD,4493,817,3676,81.8,15,50
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,SWD Status,Not SWD,14471,2470,12001,82.9,57,53.8
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,SWD Status,SWD,6948,1257,5691,81.9,26,55.3
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Ethnicity,Asian,1222,212,1010,82.7,5,62.5
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Ethnicity,Black,13078,3131,9947,76.1,51,58.6
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Ethnicity,Hispanic,2394,374,2020,84.4,9,50
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Ethnicity,Other,246,0,0,0,0,0
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Ethnicity,White,707,0,0,0,0,0
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Ethnicity,Asian,1319,141,1178,89.3,4,44.4
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Ethnicity,Black,15058,2817,12241,81.3,58,53.2
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Ethnicity,Hispanic,3901,571,3330,85.4,16,59.3
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Ethnicity,Other,346,0,0,0,0,0
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Ethnicity,White,795,0,0,0,0,0
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Gender,Female,7569,1983,5586,73.8,33,62.3
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Gender,Male,10078,1930,8148,80.8,38,56.7
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Gender,Female,8650,1370,7280,84.2,36,54.5
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Gender,Male,12769,2357,10412,81.5,47,54
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Poverty,Not Poverty,4616,938,3678,79.7,20,60.6
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,Poverty,Poverty,13031,2975,10056,77.2,51,58.6
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Poverty,Not Poverty,548,0,0,0,0,0
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,Poverty,Poverty,20871,0,0,0,0,0
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,ELL Status,ELL,1444,299,1145,79.3,6,60
16K688,The Brooklyn Academy of Global Finance,All Grades,2016-17,ELL Status,Not ELL,16203,3614,12589,77.7,65,59.1
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,ELL Status,ELL,2609,375,2234,85.6,11,57.9
16K688,The Brooklyn Academy of Global Finance,All Grades,2017-18,ELL Status,Not ELL,18810,3352,15458,82.2,72,53.7
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,All Students,All Students,69879,10204,59675,85.4,197,42.9
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,All Students,All Students,68894,9668,59226,86,180,41.2
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,SWD Status,Not SWD,53854,7069,46785,86.9,140,39.9
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,SWD Status,SWD,16025,3135,12890,80.4,57,52.8
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,SWD Status,Not SWD,52108,5877,46231,88.7,113,34.9
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,SWD Status,SWD,16786,3791,12995,77.4,67,59.3
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Ethnicity,Asian,1449,170,1279,88.3,4,44.4
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Ethnicity,Black,26660,3719,22941,86.1,74,41.8
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Ethnicity,Hispanic,40521,6085,34436,85,115,43.6
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Ethnicity,Other,943,0,0,0,0,0
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Ethnicity,White,306,0,0,0,0,0
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Ethnicity,Asian,1312,220,1092,83.2,4,50
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Ethnicity,Black,24263,3593,20670,85.2,63,40.9
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Ethnicity,Hispanic,41929,5768,36161,86.2,110,41.4
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Ethnicity,Other,1155,0,0,0,0,0
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Ethnicity,White,235,0,0,0,0,0
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Gender,Female,35881,4257,31624,88.1,89,38.5
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Gender,Male,33998,5947,28051,82.5,108,47.4
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Gender,Female,37086,4904,32182,86.8,98,41.7
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Gender,Male,31808,4764,27044,85,82,40.6
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Poverty,Not Poverty,11889,1729,10160,85.5,25,32.1
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,Poverty,Poverty,57990,8475,49515,85.4,172,45.1
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Poverty,Not Poverty,10923,856,10067,92.2,16,23.9
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,Poverty,Poverty,57971,8812,49159,84.8,164,44.3
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,ELL Status,ELL,7926,1580,6346,80.1,28,48.3
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2016-17,ELL Status,Not ELL,61953,8624,53329,86.1,169,42.1
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,ELL Status,ELL,6422,922,5500,85.6,17,40.5
09X250,Eximius College Preparatory Academy: A College Boa,All Grades,2017-18,ELL Status,Not ELL,62472,8746,53726,86,163,41.3
17K531,"School for Human Rights, The",All Grades,2016-17,All Students,All Students,58789,4237,54552,92.8,73,19.5
17K531,"School for Human Rights, The",All Grades,2017-18,All Students,All Students,70312,7887,62425,88.8,132,28.6
17K531,"School for Human Rights, The",All Grades,2016-17,SWD Status,Not SWD,47633,3589,44044,92.5,59,19.5
17K531,"School for Human Rights, The",All Grades,2016-17,SWD Status,SWD,11156,648,10508,94.2,14,19.7
17K531,"School for Human Rights, The",All Grades,2017-18,SWD Status,Not SWD,55505,5920,49585,89.3,95,26.4
17K531,"School for Human Rights, The",All Grades,2017-18,SWD Status,SWD,14807,1967,12840,86.7,37,36.6
17K531,"School for Human Rights, The",All Grades,2016-17,Ethnicity,Asian,677,0,0,0,0,0
17K531,"School for Human Rights, The",All Grades,2016-17,Ethnicity,Black,52479,3625,48854,93.1,62,18.6
17K531,"School for Human Rights, The",All Grades,2016-17,Ethnicity,Hispanic,4586,504,4082,89,8,27.6
17K531,"School for Human Rights, The",All Grades,2016-17,Ethnicity,Other,394,0,0,0,0,0
17K531,"School for Human Rights, The",All Grades,2016-17,Ethnicity,White,653,0,0,0,0,0
17K531,"School for Human Rights, The",All Grades,2017-18,Ethnicity,Asian,848,0,0,0,0,0
17K531,"School for Human Rights, The",All Grades,2017-18,Ethnicity,Black,63246,6860,56386,89.2,115,27.9
17K531,"School for Human Rights, The",All Grades,2017-18,Ethnicity,Hispanic,4277,547,3730,87.2,9,31
17K531,"School for Human Rights, The",All Grades,2017-18,Ethnicity,Other,657,0,0,0,0,0
17K531,"School for Human Rights, The",All Grades,2017-18,Ethnicity,White,1284,288,996,77.6,3,33.3
17K531,"School for Human Rights, The",All Grades,2016-17,Gender,Female,27485,2247,25238,91.8,41,23.6
17K531,"School for Human Rights, The",All Grades,2016-17,Gender,Male,31304,1990,29314,93.6,32,16
17K531,"School for Human Rights, The",All Grades,2017-18,Gender,Female,32778,3852,28926,88.2,64,30
17K531,"School for Human Rights, The",All Grades,2017-18,Gender,Male,37534,4035,33499,89.2,68,27.4
17K531,"School for Human Rights, The",All Grades,2016-17,Poverty,Not Poverty,8874,606,8268,93.2,10,16.9
17K531,"School for Human Rights, The",All Grades,2016-17,Poverty,Poverty,49915,3631,46284,92.7,63,20
17K531,"School for Human Rights, The",All Grades,2017-18,Poverty,Not Poverty,10057,1068,8989,89.4,20,28.2
17K531,"School for Human Rights, The",All Grades,2017-18,Poverty,Poverty,60255,6819,53436,88.7,112,28.7
17K531,"School for Human Rights, The",All Grades,2016-17,ELL Status,ELL,2790,93,2697,96.7,1,5.3
17K531,"School for Human Rights, The",All Grades,2016-17,ELL Status,Not ELL,55999,4144,51855,92.6,72,20.3
17K531,"School for Human Rights, The",All Grades,2017-18,ELL Status,ELL,4112,452,3660,89,7,25
17K531,"School for Human Rights, The",All Grades,2017-18,ELL Status,Not ELL,66200,7435,58765,88.8,125,28.9
25Q525,Townsend Harris High School,All Grades,2016-17,All Students,All Students,180431,4883,175548,97.3,45,4
25Q525,Townsend Harris High School,All Grades,2017-18,All Students,All Students,187005,5589,181416,97,58,5.1
25Q525,Townsend Harris High School,All Grades,2016-17,SWD Status,Not SWD,175677,4667,171010,97.3,41,3.8
25Q525,Townsend Harris High School,All Grades,2016-17,SWD Status,SWD,4754,216,4538,95.5,4,13.3
25Q525,Townsend Harris High School,All Grades,2017-18,SWD Status,Not SWD,181245,5225,176020,97.1,50,4.5
25Q525,Townsend Harris High School,All Grades,2017-18,SWD Status,SWD,5760,364,5396,93.7,8,22.2
25Q525,Townsend Harris High School,All Grades,2016-17,Ethnicity,Asian,105080,2602,102478,97.5,24,3.7
25Q525,Townsend Harris High School,All Grades,2016-17,Ethnicity,Black,9780,266,9514,97.3,1,1.7
25Q525,Townsend Harris High School,All Grades,2016-17,Ethnicity,Hispanic,21038,702,20336,96.7,7,5.4
25Q525,Townsend Harris High School,All Grades,2016-17,Ethnicity,Other,5868,137,5731,97.7,2,5.6
25Q525,Townsend Harris High School,All Grades,2016-17,Ethnicity,White,38665,1176,37489,97,11,4.6
25Q525,Townsend Harris High School,All Grades,2017-18,Ethnicity,Asian,108716,2687,106029,97.5,24,3.6
25Q525,Townsend Harris High School,All Grades,2017-18,Ethnicity,Black,9689,353,9336,96.4,6,10
25Q525,Townsend Harris High School,All Grades,2017-18,Ethnicity,Hispanic,20138,695,19443,96.5,10,8.1
25Q525,Townsend Harris High School,All Grades,2017-18,Ethnicity,Other,10754,402,10352,96.3,5,7.6
25Q525,Townsend Harris High School,All Grades,2017-18,Ethnicity,White,37708,1452,36256,96.1,13,5.6
25Q525,Townsend Harris High School,All Grades,2016-17,Gender,Female,125010,3428,121582,97.3,31,4
25Q525,Townsend Harris High School,All Grades,2016-17,Gender,Male,55421,1455,53966,97.4,14,4.1
25Q525,Townsend Harris High School,All Grades,2017-18,Gender,Female,131191,3941,127250,97,36,4.5
25Q525,Townsend Harris High School,All Grades,2017-18,Gender,Male,55814,1648,54166,97,22,6.4
25Q525,Townsend Harris High School,All Grades,2016-17,Poverty,Not Poverty,82980,2046,80934,97.5,20,3.9
25Q525,Townsend Harris High School,All Grades,2016-17,Poverty,Poverty,97451,2837,94614,97.1,25,4.2
25Q525,Townsend Harris High School,All Grades,2017-18,Poverty,Not Poverty,83283,2417,80866,97.1,22,4.3
25Q525,Townsend Harris High School,All Grades,2017-18,Poverty,Poverty,103722,3172,100550,96.9,36,5.7
25Q525,Townsend Harris High School,All Grades,2016-17,ELL Status,Not ELL,180431,4883,175548,97.3,45,4
25Q525,Townsend Harris High School,All Grades,2017-18,ELL Status,Not ELL,187005,5589,181416,97,58,5.1
06M346,Community Health Academy of the Heights,All Grades,2016-17,All Students,All Students,111685,16040,95645,85.6,263,38.7
06M346,Community Health Academy of the Heights,All Grades,2017-18,All Students,All Students,118388,15295,103093,87.1,250,34.6
06M346,Community Health Academy of the Heights,All Grades,2016-17,SWD Status,Not SWD,91505,12227,79278,86.6,201,36.2
06M346,Community Health Academy of the Heights,All Grades,2016-17,SWD Status,SWD,20180,3813,16367,81.1,62,49.6
06M346,Community Health Academy of the Heights,All Grades,2017-18,SWD Status,Not SWD,95538,11732,83806,87.7,193,33.1
06M346,Community Health Academy of the Heights,All Grades,2017-18,SWD Status,SWD,22850,3563,19287,84.4,57,40.7
06M346,Community Health Academy of the Heights,All Grades,2016-17,Ethnicity,Asian,676,0,0,0,0,0
06M346,Community Health Academy of the Heights,All Grades,2016-17,Ethnicity,Black,8042,1301,6741,83.8,25,51
06M346,Community Health Academy of the Heights,All Grades,2016-17,Ethnicity,Hispanic,100572,14256,86316,85.8,231,37.7
06M346,Community Health Academy of the Heights,All Grades,2016-17,Ethnicity,Other,500,0,0,0,0,0
06M346,Community Health Academy of the Heights,All Grades,2016-17,Ethnicity,White,1895,390,1505,79.4,5,41.7
06M346,Community Health Academy of the Heights,All Grades,2017-18,Ethnicity,Asian,962,0,0,0,0,0
06M346,Community Health Academy of the Heights,All Grades,2017-18,Ethnicity,Black,8099,948,7151,88.3,23,46
06M346,Community Health Academy of the Heights,All Grades,2017-18,Ethnicity,Hispanic,107120,13808,93312,87.1,221,33.8
06M346,Community Health Academy of the Heights,All Grades,2017-18,Ethnicity,Other,328,0,0,0,0,0
06M346,Community Health Academy of the Heights,All Grades,2017-18,Ethnicity,White,1879,434,1445,76.9,5,45.5
06M346,Community Health Academy of the Heights,All Grades,2016-17,Gender,Female,55449,7680,47769,86.1,128,37.8
06M346,Community Health Academy of the Heights,All Grades,2016-17,Gender,Male,56236,8360,47876,85.1,135,39.6
06M346,Community Health Academy of the Heights,All Grades,2017-18,Gender,Female,58211,6829,51382,88.3,119,33.1
06M346,Community Health Academy of the Heights,All Grades,2017-18,Gender,Male,60177,8466,51711,85.9,131,36
06M346,Community Health Academy of the Heights,All Grades,2016-17,Poverty,Not Poverty,8064,3100,4964,61.6,29,58
06M346,Community Health Academy of the Heights,All Grades,2016-17,Poverty,Poverty,103621,12940,90681,87.5,234,37.1
06M346,Community Health Academy of the Heights,All Grades,2017-18,Poverty,Not Poverty,7900,1551,6349,80.4,19,38
06M346,Community Health Academy of the Heights,All Grades,2017-18,Poverty,Poverty,110488,13744,96744,87.6,231,34.3
06M346,Community Health Academy of the Heights,All Grades,2016-17,ELL Status,ELL,18916,3731,15185,80.3,53,44.9
06M346,Community Health Academy of the Heights,All Grades,2016-17,ELL Status,Not ELL,92769,12309,80460,86.7,210,37.4
06M346,Community Health Academy of the Heights,All Grades,2017-18,ELL Status,ELL,20685,4198,16487,79.7,57,44.5
06M346,Community Health Academy of the Heights,All Grades,2017-18,ELL Status,Not ELL,97703,11097,86606,88.6,193,32.4
27Q323,Scholars' Academy,All Grades,2016-17,All Students,All Students,229482,8974,220508,96.1,95,7
27Q323,Scholars' Academy,All Grades,2017-18,All Students,All Students,235504,9837,225667,95.8,111,8.1
27Q323,Scholars' Academy,All Grades,2016-17,SWD Status,Not SWD,208209,7872,200337,96.2,80,6.5
27Q323,Scholars' Academy,All Grades,2016-17,SWD Status,SWD,21273,1102,20171,94.8,15,11.9
27Q323,Scholars' Academy,All Grades,2017-18,SWD Status,Not SWD,208944,8254,200690,96,85,7
27Q323,Scholars' Academy,All Grades,2017-18,SWD Status,SWD,26560,1583,24977,94,26,16.7
27Q323,Scholars' Academy,All Grades,2016-17,Ethnicity,Asian,47390,1345,46045,97.2,13,4.7
27Q323,Scholars' Academy,All Grades,2016-17,Ethnicity,Black,41242,1578,39664,96.2,23,9.4
27Q323,Scholars' Academy,All Grades,2016-17,Ethnicity,Hispanic,42853,1974,40879,95.4,25,9.8
27Q323,Scholars' Academy,All Grades,2016-17,Ethnicity,Other,3292,85,3207,97.4,1,5.3
27Q323,Scholars' Academy,All Grades,2016-17,Ethnicity,White,94705,3992,90713,95.8,33,5.9
27Q323,Scholars' Academy,All Grades,2017-18,Ethnicity,Asian,46475,1411,45064,97,14,5.2
27Q323,Scholars' Academy,All Grades,2017-18,Ethnicity,Black,39087,1525,37562,96.1,17,7.4
27Q323,Scholars' Academy,All Grades,2017-18,Ethnicity,Hispanic,46935,2333,44602,95,34,12.4
27Q323,Scholars' Academy,All Grades,2017-18,Ethnicity,Other,4054,117,3937,97.1,0,0
27Q323,Scholars' Academy,All Grades,2017-18,Ethnicity,White,98953,4451,94502,95.5,46,8
27Q323,Scholars' Academy,All Grades,2016-17,Gender,Female,132138,5447,126691,95.9,56,7.2
27Q323,Scholars' Academy,All Grades,2016-17,Gender,Male,97344,3527,93817,96.4,39,6.8
27Q323,Scholars' Academy,All Grades,2017-18,Gender,Female,134934,5551,129383,95.9,63,8
27Q323,Scholars' Academy,All Grades,2017-18,Gender,Male,100570,4286,96284,95.7,48,8.2
27Q323,Scholars' Academy,All Grades,2016-17,Poverty,Not Poverty,120602,4444,116158,96.3,33,4.7
27Q323,Scholars' Academy,All Grades,2016-17,Poverty,Poverty,108880,4530,104350,95.8,62,9.6
27Q323,Scholars' Academy,All Grades,2017-18,Poverty,Not Poverty,122509,4859,117650,96,45,6.3
27Q323,Scholars' Academy,All Grades,2017-18,Poverty,Poverty,112995,4978,108017,95.6,66,10
27Q323,Scholars' Academy,All Grades,2016-17,ELL Status,Not ELL,229482,8974,220508,96.1,95,7
27Q323,Scholars' Academy,All Grades,2017-18,ELL Status,ELL,178,0,0,0,0,0
27Q323,Scholars' Academy,All Grades,2017-18,ELL Status,Not ELL,235326,0,0,0,0,0
02M630,Art and Design High School,All Grades,2016-17,All Students,All Students,230009,22980,207029,90,415,29
02M630,Art and Design High School,All Grades,2017-18,All Students,All Students,234805,25024,209781,89.3,455,31.4
02M630,Art and Design High School,All Grades,2016-17,SWD Status,Not SWD,183724,17885,165839,90.3,323,28.2
02M630,Art and Design High School,All Grades,2016-17,SWD Status,SWD,46285,5095,41190,89,92,31.8
02M630,Art and Design High School,All Grades,2017-18,SWD Status,Not SWD,184104,18627,165477,89.9,343,30.2
02M630,Art and Design High School,All Grades,2017-18,SWD Status,SWD,50701,6397,44304,87.4,112,35.6
02M630,Art and Design High School,All Grades,2016-17,Ethnicity,Asian,17085,1691,15394,90.1,26,24.5
02M630,Art and Design High School,All Grades,2016-17,Ethnicity,Black,44176,4133,40043,90.6,77,27.9
02M630,Art and Design High School,All Grades,2016-17,Ethnicity,Hispanic,128243,13641,114602,89.4,256,32.1
02M630,Art and Design High School,All Grades,2016-17,Ethnicity,Other,8834,716,8118,91.9,10,18.2
02M630,Art and Design High School,All Grades,2016-17,Ethnicity,White,31671,2799,28872,91.2,46,23.2
02M630,Art and Design High School,All Grades,2017-18,Ethnicity,Asian,16310,1459,14851,91.1,29,28.7
02M630,Art and Design High School,All Grades,2017-18,Ethnicity,Black,39230,3495,35735,91.1,70,28.9
02M630,Art and Design High School,All Grades,2017-18,Ethnicity,Hispanic,132343,15420,116923,88.3,270,33
02M630,Art and Design High School,All Grades,2017-18,Ethnicity,Other,11717,1080,10637,90.8,16,21.9
02M630,Art and Design High School,All Grades,2017-18,Ethnicity,White,35205,3570,31635,89.9,70,32.3
02M630,Art and Design High School,All Grades,2016-17,Gender,Female,140305,14132,126173,89.9,264,30.2
02M630,Art and Design High School,All Grades,2016-17,Gender,Male,89704,8848,80856,90.1,151,27.1
02M630,Art and Design High School,All Grades,2017-18,Gender,Female,148960,15985,132975,89.3,305,33.1
02M630,Art and Design High School,All Grades,2017-18,Gender,Male,85845,9039,76806,89.5,150,28.4
02M630,Art and Design High School,All Grades,2016-17,Poverty,Not Poverty,77562,6378,71184,91.8,102,21.1
02M630,Art and Design High School,All Grades,2016-17,Poverty,Poverty,152447,16602,135845,89.1,313,32.9
02M630,Art and Design High School,All Grades,2017-18,Poverty,Not Poverty,84376,7549,76827,91.1,137,26.3
02M630,Art and Design High School,All Grades,2017-18,Poverty,Poverty,150429,17475,132954,88.4,318,34.2
02M630,Art and Design High School,All Grades,2016-17,ELL Status,ELL,2284,375,1909,83.6,9,64.3
02M630,Art and Design High School,All Grades,2016-17,ELL Status,Not ELL,227725,22605,205120,90.1,406,28.6
02M630,Art and Design High School,All Grades,2017-18,ELL Status,ELL,1517,172,1345,88.7,3,30
02M630,Art and Design High School,All Grades,2017-18,ELL Status,Not ELL,233288,24852,208436,89.3,452,31.4
12X521,The Metropolitan Soundview High School,All Grades,2016-17,All Students,All Students,65570,13727,51843,79.1,243,55.7
12X521,The Metropolitan Soundview High School,All Grades,2017-18,All Students,All Students,68070,13590,54480,80,253,57
12X521,The Metropolitan Soundview High School,All Grades,2016-17,SWD Status,Not SWD,50439,9197,41242,81.8,173,51.5
